mastodon	twitter
@JPAndrews@mindly.social	@JennyPAndrews
@joshuaheslinga@mastodon.world	@JoshuaHeslinga
@Yaelcr@tooot.im	@YaelRimer
@DorfmanDoron@noc.social	@DorfmanDoron
@ellisjoseph@toot.community	@ellisjoseph
@we4v3r@mastadon.world	@we4v3r
@ CatMDJD@universeodon.com	@CatMDJD but I got rid of it
@quinnyeargain@mastodon.lawprofs.org	@yeargain
@DeborahArcher@mastodon.lawprofs.org	@DeborahNArcher
@blockchainip@law.builders 	@HolmesAtLaw
@D_J_Nathanson@mastodon.social	@D_J_Nathanson
@brianlfrye@mastodon.lawprofs.org	@brianlfrye
@JacobDCharles@mstdn.social	@JacobDCharles
@Objkshn@esq.social	@objkshn
@SartorialOrator@mastodon.scot	@SartorialOrator
@massimofichera@fediscience.org	@massimofichera
@cyberdean07@esq.social	@cyberdean07
@ericbrignac@mastodon.social	@ericbrignac
@Jess_Shoemaker@mastodon.lawprofs.org	@ShoemakerJess
@MarinKLevy@mastodon.social 	@MarinKLevy
@susanhackett@mastodon.io	@HackettInHouse
@adams_hurta@appellate.social	@adams_hurta
@annajsaunders@zirk.us	@annajsaunders
@lexis@mastodon.social	@lex_is
@agileattorney@law.builders	@jegrant3
@ralphjanik@mastodon.lawprofs.org	@RalphJanik
@matthew@mastodon.lawprofs.org	@Prof_Bruckner
@babab@masthead.social	baba_bsp
@tamaryellin@mastodon.world	@TamarYellin
@antone@mastodon.social	@antonejohnson
@mcsmith@c.im	@mcj_smith
@brendasimon@mastodon.lawprofs.org	@SimonBrenda
@Susanj@mastadon.sdf.org	@SusanJoseph1786
@ProfBennettCapers@mastodon.lawprofs.org	@BennettCapers
@Communicourt@mastodonapp.uk	@Communicourt
@raboorstein@h-net.social	@raboorstein
@crimeline@mastodonapp.uk	@crimelinelaw
@deboraplehn@mastodon.world	@deboraplehn
@mailynfidler@mastodon.lawprofs.org	@mailynfidler
@jmb@social.coop	kg5jst
@jtheilen@mas.to	@jtthei
@ronlevi@mastodon.social	@ronleviutoronto
@inner_temple@mastodonapp.uk	@inner_temple
@matinapapadaki@mstdn.party	@MatinaPapadaki
@ChSieberGasser@c.im	@ChSieberGasser
@hyoyoonkang@h-net.social	hyoyoonkang
@GreenLegal_EU@bewegung.social	@GreenLegal_EU
@DataProtectionNerd@mastodon.social	-
@ctokelly@mastodon.ie	@ctokelly
@oei@mastodon.lawprofs.org	@shuyioei
@RachelSachs@mastodon.lawprofs.org	@RESachs
@zephyranth	@RamsiWoodcock
@katesilbaugh@mastodon.lawprofs.org	@kbsilbaugh
@prinaldi@sciences.social	@patriziarn
@karliuk@oslo.town	@maksimkarliuk
@ConstitutiveLaw@masthead.social	@ConstitutiveLaw
@MarshaGriggs@mastodon.lawprofs.org	@ProfessorGriggs
@obiwine@esq.social	ObiWine_Kenobi
@HeyitsJG@mastodon.world	@Joanna__George
@bsteible@mastodon.lawprofs.org	https://twitter.com/BettinaSteible
@CarolineMalaCorbin@mastadon.lawprofs.org	@CarolineMCorbin
@joshuaengel@esq.social	@joshuaadamengel
@akjennings@mastodon.lawprofs.org	@akjennings
@Trabern	@Trabernlaw
@deanraff@ieji.de	@DeanWallraff
@cbhopkins@mas.to	@cbhopkins
@dicthomson@mastodon.lawprofs.org	@dicthomson
@KProfsBlog@vivaldi.net	https://twitter.com/KProfsBlog
@mattblaze@federate.social	@mattblaze
@stzeitouni@hed.im	@stzeitouni
@cyberlaw@esq.social	@cyberlaw
@murphtrials@sfba.social	@murphtrials
@whitecollarprof	@whitecollarprof
@AliciaSchmidt@esq.social	aliciadschmidt
@DeborahWidiss@mastodon.lawprofs.org	@DeborahWidiss
@proudadvocate@masthead.social	Proudadvocate
@Trabern@mas.to	@Trabernlaw
@JensJourneyOn@mstdn.party	@JensJourneyOn
@Phoebe@Mastodon.lawprofs.org	@Pillrabbit
@kellyewroskam@nerdculture.de	@kellyewroskam
@ProfBaxter@mastodon.social	@ProfBax
@coreyrayburnyung@mastodon.lawprofs.org	@coreyryung
@AlexIgnatiev@mastodon.sdf.org	@AlexIgnatiev
@Dudding@mstdn.social	@DuddingChris
@davidjfryman@mastodon.world	@davidjfryman
@dlucksted@sciences.social	@daniellelucks
@schraubd@mastodon.lawprofs.org	@schraubd
@JLownlaw@mstdn.com	@JLownLaw
@JyrkiKuoppala@vivaldi.net	JyrkiKuoppala
@mithradatesvi@oliphaunt.social	MithradatesVi
@ericryan@oliphaunt.social	@ericjryanlaw
@hewittlaw@mastodon.social	@cahwit
@kat_geddes@mastodon.social	@kat_geddes
@csedwards@mastodon.social	@ChrisEdwardsCA4
@TheDebbieMia@mastodon.sdf.org	TheDebbieMia
@Simplypapinian@esq.social	@SimplyPapinian
@stepanwood@mastodon.social	@StepanWood
@profschuman@mastodon.lawprofs.org	ProfSchuman
@jacobdcharles@mastodon.lawprofs.org	@JacobDCharles
@CommonAccord@law.builders	@CommonAccord
@ProfDanielLyons@mastodon.lawprofs.org	@ProfDanielLyons
@SeanRehaag@mas.to	@SeanRehaag
@zrmoutzen@esq.social	@ZachOutzen
@ProfFerguson@mastodon.lawprofs.org	@ProfFerguson
@samharden@mastodon.social	@samuelharden
@taxgirl@c.im	@taxgirl
@paulfriedl@mas.to	@paulfriedl4
@notbencarter@mastodon.social	@notbencarter
@cjdcat@mastodon.art	@cjdcat
@Susanelisabeth@mastodon.cipher kiss.com	@susaneisrael
@Rick_Geissal@mstdn.party	Rick_Geissal
@crisveijk@mstdn.social	@crisveijk
@gb@social.lol	gblegalco
@ChrisWhit@mastodon.social	@whit_chris
@alevinson@mastadon.lawprofs.org	@LevinsonAriana
@heratylaw@mastodon.world	@heratylaw
@heatherswadley@cupoftea.social	@heather_swadley
@robverchick@mastodon.online	@robverchick
@JustinGundlach@mastodon.energy	@JMGinNYC
@salguod@mas.to	@ssenrab
@should_b_workin@oslo.town	@shoul_b_workin
@chargrille@progressives.social	@chargrille
@geraldovidigal@mas.to	@vidigalgeraldo
@jacklerner@mastodon.social	@jacklerner
@rhetoricked@mastodon.lawprofs.org	@rhetoricked
@IfIWereKing@mastodon.online	@IfIWasDaKing
@NatlSecCnslrs@mstdn.social	@NatlSecCnslrs
@hollywooddfpd@mstdn.social	@hollywooddfpd
@ericgoldman@mastodon.lawprofs.org	@ericgoldman
@mikewas@esq.social	MikeWas
@massimofichera@fediscience.org	@massimofichera
@ariezra@mastodon.social	@ariezrawaldman
@edleeprof@mastodon.lawprofs.org	@edlee
@PeterOrlowicz@mastodon.social	@PeterOrlowicz
@IgnacioCofone@mas.to	@IgnacioCofone
@GDlawtech@mastodon.lawprofs.org	https://twitter.com/gdlawtech
@DanLifschitzEsq@mastodon.social	DanLifschitzEsq
@hariosofsky@mastodon.lawprofs.org	@HariOsofsky
@horbal@mastodon.online	@horbal
@leafless@fosstodon.org	leaflesslawyer
@ellenbardash@newsie.social	@Dellenware
@gelbach@econtwitter.net 	@gelbach
@rcpierce@mastodon.online	@rcpierce
https://mastodon.lol/@carolynownbey	@carolynownbey
@smaran@hcommons.social	@smaran
https://mastodon.social/@matthewharrison	@matthewharrison
http://c18.masto.host/@carrideen	@carrideen
@Pocodoc@mastodon.social	Doctorpoco
@ervinmalakaj@mastodon.online	@ervinmalakaj
@seoyoungjchu@mstdn.social	@seoyoung_chu
@susannegruss@mastodon.social	@susannegruss
@Spencro@mastodon.social	@spencro
@qiao_j@fediscience.org	@Qiao_J
https://fediscience.org/@translatianlogy	@Ye_Tian_1223
https://zirk.us/web/@lexipenia	lexipenia
@shakespeerie@mstdn.social	@shakespeerie
@CristinaLAlfar@mastodon.social	@CristinaLAlfar
@gulsin@mas.to	@GulsinCiftci
@rmaitzen@mastodon.social	@RohanMaitzen
@VCP@mastodon.social	@Exhaust_Fumes Vim, Ph.D.
jackwchen@zirk.us	@JackWChen
kqandrews@mastodon.social	kqandrews
@amardeepmsingh@mas.to	@electrostani
@kellenhoxworth@mastodon.world	@kellenhoxworth
https://mastodon.online/@friede	friede
https://mastodon.social/@neelofer	_neelofer
@SMCarroll@nerdculture.de	@S_M_Carroll
@rhysteven@mas.to	@rhystevenjones
https://todon.eu/@dracula	@saguynes
https://mastodon.social/@roopikarisam	@roopikarisam
https://mastodon.social/@robinjames	@doctaj
https://mas.to/@jgenchi	@josephogenchi
Subvertxworship@todon.eu	Subvertxworship@todon.eu 
https://mastodon.social/@BridgetBartlett	@allo_nothing
https://zirk.us/@wdclarke	@wd_clarke
katiabowers@mastodon.online	@kab3d
@MonicaCMiller	@MonicaCMiller
@ek@mastodon.world	@erinkappeler
@anwesha@mastodon.online	@k_anwesha
@adityadesai@zirk.us	@atwittya
@yasminehachimi@mastodon.social	@YasmineHachimi
@beatnikprof@mas.to	@beatnikprof
https://c18.masto.host/web/@jsadow	@jonathan_sadow
https://mas.to/@ashleydhow	@ashleydhow
Isabellawangbc@mas.to	Isabellawangbc 
samfordsaunders@mastodonapp.uk	@samfordsaunders
https://mstdn.social/@SaronikB	@SaronikB
@anindita@mastodon.xyz	@anindita
@ronnyman@zirk.us	@whtrvn85
https://mastodon.cloud/@kelley_kreitz	@kelley_kreitz
@slevelt@hcommons.social	@slevelt
https://mastodon.cloud/@jon_fitzgerald	@jon_fitzgerald
https://mastodon.social/@canzonett	@canzonett
@acoldiron@mastodon.online	@acoldiron1
TedUnderwood@scholar.social	@Ted_Underwood
https://toot.io/@christof	@christof77
Dorialexander@mastodon.social	Dorialexander
@RBratspies@Mastadon.social	@RBratspies
https://mastodon.social/@tschaffer	Taliaschaffer1
https://zirk.us/@Coleraine12065	@coleraine12065
@katekoppy@c.im 	@KateKoppy
https://zirk.us/web/@h_d_hudson	@h_d_hudson
Drmaimusie@mstdn.social	@Dr_MaiMusie
@bjmorgan@mastodon.social	@morganbenjamin
@maggie@zirk.us	@mfritzmorkin
@TaraLyons@mas.to	@tarallyons
@MattSeybold@paigecompositor.marktwainstudies.org	@measeybold
@jessecohn@mas.to	Jesse Cohn
@vjoshuaadams@zirk.us	@vjoshuaadams
@druerie@zirk.us	@msdrury
@DMitterauer@c18.masto.host	@DMitterauer
@torsa@mstdn.social 	@TorsaG
dianajspencer@mastodon.ie	@dianajspencer
@aktange@zirk.us	@aktange
@jpaltin@mastodon.online	@jpaltin
@CordeliaBeattie@mstdn.social	@CordeliaBeattie
@philipschwyzer@mastodon.sdf.org	@philipschwyzer
Min@zirk.us	@minhyoungsong
@rmordecai@mstdn.social	@RachelMordecai
@apuddleofmuddle@mstdn.social	@apuddleofmuddle
@huss@mstdn.social 	@HussProf
@gulsin@zirk.us	@GulsinCiftci
Joeykim@mas.to	@joeykim
@cemhend@scholar.social	@cemhend
@coppertapestry@mstdn.social	@coppertapestry
https://writing.exchange/@Rachel	@RachelFederDU
@doctorwaffle@zirk.us	@DoctorWafflePhD
@AndrewKing@mastodonapp.uk	@andrewking2904
@jewonwoo@twingyeo.kr	@clevelandkimchi
@phdhurtbrain@c18.masto.host	@PhDhurtbrain
https://mstdn.social/@sarawasson	@SaraWasson_1
https://mastodon.social/@natalieroxburgh	@natalieroxburgh
https://zirk.us/web/@cavar	cavarsarah
https://mas.to/@esztermelittaszabo	@EszterMelitta
https://karlspace.masto.host/web/@karlsteel	@karlsteel
@kelsey@literatur.social	@QuelleKelsey
@karenleick@mastodon.online	@KarenLeick
 @TomUe@zirk.us	@GissingGeorge
grantimatter@mstdn.social	Grantimatter 
@katmckatniss@glammr.us	@katmckatniss
@amv@religon.masto.host	@ProfAMV
https://writing.exchange/@bdholms	@bdholms
https://toot.community/web/@dowswell	@staceydowswell
 @epyllia@indieweb.social	@epyllia
@rjblaskiewicz@mstdn.social	@rjblaskiewicz
@mmvty@mastodon.social	@mmvty
@Littleread@mastodon.world	Littleread
https://mstdn.jp/@bobyeates	@bobyeates
ebstanback@mstdn.social	ebstanback
@Cindy.Weinstein@zirk.us	@cindyaweinstein
RobertDaleParker@mstdn.social	@RobrtDaleParker
@Sir__Ian@mas.to	@Sir__Ian
@krforde@mastodon.online	@krforde
@h_d_hudson@c18.masto.host	@h_d_hudson
Marinera en Tierra @rubiales46@mstdn.social 	Marinera en Tierra @rubiales46
doctor_episcopa@mstdn.social	@Doctor_Episcopa
https://mastodon.social/@robdmontoya	@robdmontoya
@jeremystewart@zirk.us	@jeremydstewart
@jengolight@c18.masto.host	jengolight
@GiffordJames@mas.to	@GiffordJames
@MercedesSheldon@mastodonapp.uk 	@MercedesSheldon
@ghowa@toot.io	@ghowa
@katemanlik@lor.sh	@katemanlik
@MurkWollagain	Mark Wollaeger
https://zirk.us/@jasminwro	@JasminWrobel
Crrritic@mastodon.online	Crrritic
AnnaSBrasch@fediscience.org	@AnnaSBrasch
@carolinboettcher@mastodon.online	@carolinboettche
@CordeliaBeattie@mstdn.social	@CordeliaBeattie
https://mstdn.social/@eparpillee	eparpillee
@stratokatster@mastodon.scot	@stratokatster
@oldnorthroad@mastodon.social	@oldnorthroad
duendejeams@zirk.us	@duendejeams 
@mrofheart@mstdn.social	@mrofheart
@completeviktory@zirk.us	@cobblystreet
https://mastodon.social/@ehayot	@ehayot
https://mstdn.social/@fallwendy	@wendybirdblue and @gothicunbound
https://zirk.us/web/@tedilta	@tedilta
@AlexanderLester@fosstodon.org	MrAlexLester
@keenanshionalyn@scholar.social	@keenanshionalyn
@HuShuo@mastodon.social	@HuShuo
https://zirk.us/web/@lexipenia	lexipenia
tty.social/@sawadsworth	@S_A_Wadsworth
https://mastodon.social/@SJLahey	@SJLahey
@debraraecohen@mastodon.social	@debraraecohen
@marcfarrior@zirk.us	@marcfarrior
mailto:lisatatonetti@c.im	lisatatonetti
dainybernstein@scholar.social	@DainyBernstein
@autumnal_scholar@kolektiva.social	@praise_thor
https://zirk.us/@andugar	@rafael_andugar
https://mastodon.online/@allforbiblichor	@allforbiblichor
https://mas.to/@inthebackeddy	@inthebackeddy
@sioflynn@mastodon.cloud	@sioflynn
@LaraDodds@sfba.social	@LaraDodds
@heidibackes1@zirk.us	heidibackes1
@orionkidder@mas.to	@orionkidder
@officiousbrick@mastodon.social	@kjpurzycki
https://mastodon.social/@mnarmintor	@mnarmintor
@AdamZ@spacelasers.us	@AdamLZucker
@heejinlee@zirk.us	@heejinlee_
https://mastodon.social/@fallwendy	@gothicunbound @wendybirdblue
@drbeard79@mas.to	@drbeard79
https://mastodon.social/@broadviewpress	@broadviewpress
https://zirk.us/web/@BradleyJFest	@BradleyFest
@jillio@assemblag.es	@jillio
@niamhccooper@mastodon.ie	@niamhccvs
https://c.im/@rrgould	@rrgould
Cthulhcc@mastodon.social	@cthulhcc
https://zirk.us/web/@_waterman	@_waterman
@craigzarah	@CraigHokeZarah
https://zirk.us/web/@fraistat	@fraistat
https://toot.io/christof	@christof77
@lauraingalli@hcommons.social	@lauraingalli
@GhostingDani@zirk.us	@GhostingDani
tschaffer@mastodon.social	taliaschaffer1
@RebeccaShapiro@c18.masto.host	@RebeccaJShapiro
@klmcshane@mastodon.world	@karalmcshane
@charleslaughlin@mstdn.social	@charleslaughlin
indarkrooms@scholar.social 	indarkrooms
@marpe3@zirk.us	@MarcoPe3lli
https://mas.to/@sohni	https://twitter.com/sohni_c
Kita_jin@scholar.social	Kita_jin
@jimenezvirosta@zirk.us	@jimenezvirosta
@JenniL@mas.to	@ThenJenniSaid
johannawinant@zirk.us	@johannawinant
https://scholar.social/@Cgrbravo	@cgrbravo 
@carallewis@zirk.us	@carallewis
@michelletaylor@mstdn.social	@scriblerian
@enfretwell@paigecompositor.marktwainstudies.org	@upstaterica
@matthart@zirk.us	@thegreatkellino
@kjj@mas.to	@drkj
@ria4983@hcommons.social 	@ria4983
@Kent_Linthicum@zirk.us	@Kent_Linthicum
ValerieFrankel@wandering.shop	@valeriefrankel
@@einsod@zirk.us	@feinsod
@feinsod@zirk.us	@feinsod
@elmcitytree@c.im	@elmcitytree
@ephemeraljo@mastodon.cloud	@ephemeraljo
@jsdr@kolektiva.social	jsdr
@LisaMaruca@c18.masto.host	@lmaruca
@AmyClukey@zirk.us	@AmyClukey
@MiraAssafK@hcommons.social	@miraassafk (de-activated)
@MothsandGoths@hcommons.social	@MothsInTheFog
@enogden@zirk.us	@enogden
amisamileanded@hcommons.social	@amisamileandme
@zozietropes@mastodonapp.uk	@zozietropes
https://mastodon.social/@quirk_	jackquirk_
https://zirk.us/web/@quirk	jackquirk_
@raksa@zirk.us	@rakonteuse
@dia_phon@toot.io	dia_phon
@postfilm@ieji.de	@postfilm
@deglassco@mastodon.social	@deglassco
@mirijb@c18.masto.host	@MirandaJBurgess
@morgan_graham@zirk.us	@morgraha
Change of server: @marineraentierra@hcommons.social	@rubiales46
@martinevanelk@c.im	@martinevanelk
@philnel@mastodon.green	@philnel
@Hazel1552@mas.to	@Hazel1552
https://mstdn.social/@bookish	LeahAtWhatPrice
@levato@zirk.us	_levato
@charleslaughlin@zirk.us	@charleslaughlin
@aadoherty@mstdn.social	@AnnabelleDoher2
@arnemrotzek@openbiblio.social	@ArneMrotzek
@c18ah@hcommons.social	@C18AH
https://fediscience.org/@SpychalaM	@SpychalaM
@ancaleth@zirk.us	@ancaleth
@carlosvarong@hcommons.social	@carlosvarong
https://hcommons.social/@dsheikh	@dsheikh726
https://mstdn.social/@gonzalo	@gonzalobaptist2
donovantann@hcommons.social	@donovantann
@UnaMcIlvenna@toot.community	https://twitter.com/UnaMcIlvenna
@kacytillman@mastodon.world	@kacytillman
https://mastodon.world/web/@Sauliloquy	@sauliloquy1
https://hcommons.social/web/@antoniocordoba	ant_cordoba
@menyalas@fedihum.org	@alayne_moody
https://fedihum.org/@christof	christof77
karenleick@zirk.us	@karenleick
BritalianVal@zirk.us	val_in_italy
@Jen@c18.masto.host	@jenniebatchelor
@mariajuko@zirk.us	@MariaJuko
@pfyfe@hcommons.social	@pfyfe
@skoeller@zirk.us	s_koeller
https://forms.gle/Ap78vRKK1oTxhFgx5/	@sanchari_sur
@sanchari_sur@mstdn.ca	@sanchari_sur
lunarbaedeker@mastodon.lol	lunarbaedeker
@PatriciaKennon@zirk.us	@houseofstairs
https://mastodon.social/@profecowling	@profecowling
@micahtrue@hcommons.social	@MicahTrue
@sierramatute@hcommons.social 	@sierramatute
@anja_hartl@zirk.us	@Dr_A_Hartl
https://zirk.us/@rkokayokay	@rkokayokay
@Sandropology@zirk.us	@sandropology
https://mastodon.lol/@hoisa	@plouperofasol
https://mastodon.lol/@robertomaciasjr	@RobertoMaciasJr
@katieritson@mastodon.lol	@untamed__shrew
@drreznicek@c.im	@drreznicek
https://c18.masto.host/@RebeccaShapiro	@RebeccaJShapiro
@DocStHilaire@mastodon.world	@DocStHilaire
EllieByrne@mastsn	@EllieByrne@matdn.social
https://mstdn.ca/@profecowling	@profecowling
@Izband@mastodon.world	@UshaymTariq
@WhatTheDickens@mastodon.social	@WhatTheDickens
@anneperez	@anneperez
@Xochiquetzal@sfba.social	@XochiCandelaria
https://mastodon.social/@PamelaKGilbert	PamelaKGilbert 
@SabinaKnight@zirk.us	@SabinaKnight1
https://social.sciences.re/@jprecioso	@narrativa_
@michaelshallcross@zirk.us	@yorkshallcross
seeshespeak@zirk.us	@seeshespeak
@therealboogini@mas.to	@therealboogini
ALKAT@mstdn.ca 	@reframerefine
https://scholar.social/@mullneritsch	@mullneritsch
@alhegland@hcommons.social	@alhegland
@JadAdams@mastodonapp.uk	@JadAdamsAuthor
https://zirk.us/@jessicahurley	@endtimeplural
https://hcommons.social/@matthiasstephan	@mjstephandk
@thejenniwren@mas.to	@thejenniwren
@SJLahey@mastodon.social	@SJLahey
@aaronm@mastadon.cc	@gundormr
@MatthewCollins@mastodon.social	@mc80york
@GJMedieval@toot.community	@GeraintJMorgan1
@Incunabula@mstdn.social	@incunabula
@SegoleneG@fosstodon.org	@SegoAG
@rkarras@mastodon.ie	@rmkarras
@michaelmeckler@mastodonapp.uk	@MichaelMeckler
@CordeliaBeattie@mstdn.social	@CordeliaBeattie
@rotula@social.tchncs.de	@rotula
@JubalBarca@Scholar.Social	@JubalBarca
@domwass@scholar.social	@domwasz
@AspiringLuddite@medievalist.masto.host	@aspiringluddite
@AndrewAyton@mas.to	@AndrewAyton
@rlcj@mstdn.social	@rlcjones
@adapalmer@wandering.shop	@Ada_Palmer
@maggie@zirk.us	@mfritzmorkin
@meg_smith0913@mstdn.social	@meg_smith0913
@booksandleather@hcommons.social	@boomsandleather
@poorfrankraw@mastodon.art	@Poorfrankraw
@drsueoosthuizen@mastodon.social	@drsueoosthuizen
@edinburgh@mastodon.scot	@dustyharmonium
@Quatrus@kolektiva.social	@Quatr_us
@scrivenersmith@mastodon.social	@ScrivenerSmith
@ccooijmans@mstdn.social	@CCooijmans
@mediaevalrevolt@mastodon.sdf.org	@mediaevalrevolt
@jessica_minieri@mstdn.social	@jessica_minieri
@jeroenputtevils@mastodon.online	@jeroenputtevils
@jackhistorynorton@mastodon.social	@historyjack
@EstherLCuenca@toot.community	@EstherLCuenca
@simon@mastodon.gal	@simondoubleday@hofstra.edu
@medieviz@mamot.fr	@medieviz
@ANHill@mastodon.social	@A_N_Hill
@EricaBuchberger@hcommons.social	@EricaBuchberger
@drwieben@mstdn.social	@drwieben
@seanmunger@metalhead.club	@Sean_Munger
@lvsnippenburg@mstdn.social	@lvsnippenburg
@cjfaraday@zirk.us	@cjfaraday
@seaxeducation@toot.community	@seaxeducation
@lottekosthorst@eupublic.social	@Lotte_Kosthorst
@VictorSandrine2@mastodon.zaclys.com	@VictorSandrine2
@quodemelye@glammr.us	@quodemelye
@nheller@zirk.us	@nheller
@medievalMB@mas.to	@medievalMB
@krista@mas.to	@drkmurch
@taoish@mastodonapp.uk 	@taoish
@allensaccnt@mastodon.online	@AllenShotwell
@obrienatrix@mastodon.online	@obrienatrix
@msteven1@mstd.social	@MarksStevenG
@fortrenn@mastodon.online	@fcampbellhowes
@TLECBath@medievalist.masto.host	@TLECBath
@sophiekniaz@mastodon.scot	@sophie_kniaz
@Bienengeschichte@mastodon.social	@bienenhistorie
@inglis@nerdculture.de 	@inglisj
@MedievalMary@mastodon.ie	@DragonsNThings
@tamernawar@fediscience.org	@Tamer_Nawar
@LouisaMcKenzie@zirk.us	@LouisaMcKenzie
@jesseabe@dice.camp	@jesseabe
@MedievalAcademic@mastodon.lol	@MedievalAcadem
@LetsBanquet@mstdn.jp 	@letsbanquet 
@OxMedStud@mastodonapp.uk	@OxMedStud
@idontknow@mas.to	@Carinargh
@natania@mastodon.social	@nataniabarron
@AlisonIBeach@mastodon.scot	@AlisonIBeach
@stephenniem	@stephenniem
@slevelt@hcommons.social	@slevelt
@manuel_kamenzin@troet.cafe	@3mKa1
@jbcamps@fediscience.org	@jbcamps
@OxMedGradConf@hcommons.social	@OxMedGradConf
@thatpaul@toot.community	@doctormoffett
@ameliedelasheras@mastodon.social	@a_delasheras
@amisamileanded@hcommons.social	@amisamileandme
@medievalmedievil@c.im	@jrc_academics
@plutopsyche@mastodon.social	@plutopsyche
@MarkusStock@hcommons.social	@markusstockTO
@davidwacks@hcommons.social	@davidwacks
@ArielaAlgaze@hcommons.social	@ArielaAlgaze
@vitriol@troet.cafe	@ClioMZ
@FLCorral@mas.to	@FLCorral
@gzornetta@mastodon.uno	@gzornetta
@ebolton@mastodonapp.uk	@ebolton95
@bladvd@mastodonapp.uk	@blaedvd
@mlkharrington@hcommons.social	mlkharrington
@carinr@hcommons.social	@carinr
@emmacayley@home.social	@emmacayley
@lottekosthorst@zirk.us	@Lotte_Kosthorst
@smcdougall@mstdn.social	@saramcdougall2
@doctor_c_phd@mastodon.world 	@AL_Castonguay
@kerithomas@toot.wales	@keri_thomas
@hanavideen@mastodon.world	@hanavideen
@erik_kwakkel@mastodon.world	@erik_kwakkel
@mapper_mindi@historians.social	@mapper_mundi
@ClaireFromClare@h-net.social	@ClaireFromClare
@Tuija.Ainonen@zirk.us	@AinonenT
@drsueoosthuizen@mastodon.social	@drsueoosthuizen
@anulahtinen@h-net.social	@anulah
@MartinFoysOEPF@mastodon.world	@digitalmappa
@LucyMookerjee@hcommons.social	Lucy Mookerjee
@LeafyHistory@computerfairi.es 	@LeafyHistory
@dailymedievalcats@troet.cafe	@dailymedievalc1
@scholar_farmer@zirk.us	@scholar_farmer
@yvonne@hcommons.social	@yvonneseale
@capitalweather@mstdn.social	@capitalweather
@jaredwsmith@mastodon.online	@jaredwsmith
@Austinburkeswx@mastodon.social	@Austinburkeswx
@dkayserwx@mastodon.world	@dkayserwx
@EFisherWX@masto.ai	@EFisherWX
@jonblatho@mastodon.social	@jonblatho
@bryanwx@mastodon.world	@Bryanwx
@willardsharpwx@mastodon.social	@madridiowawx
@nsj@lothlorien.net	@nsj
@stormcoolio@mastodon.social	@stormcoolio
@matthewdux@mastodon.social	@matthewdux
@ZLabe@fediscience.org	@ZLabe
@srmullens@scicomm.xyz	@Srmullens
@ianlivingston@journa.host	@islivingston
@jelsner@fediscience.org	@JBElsner
@stormsellwx@mas.to	@stormsellwx
@danielm@newsie.social	@DanielO6_08
@wdepriest@mas.to	@marylandwx
@sezick@mstdn.science 	@sezick
@jjrennie@fediscience.org	@jjrennie
@croller521@home.social	@crollerwx
@nbiagioni@mstdn.party	@NicoleBiagioni_
@Sentient_Wx@toad.social	@SentientWx
@technodad@mastodon.online	@Technodad
@wiwxman@tech.lgbt	@wiwxmn
@azenner@mastodon.social	@azenner
@hpbear149den@mas.to	@hpbear149den
@hereidk@fediscience.org	@KellyHereid
@HenryWX@mas.to	@HenryWX
@crownweather@mstdn.science	@crownweather
@Akqmet5@ohai.social	@akqmet5
@jdiannedotson@mastodon.online	@jdiannedotson
@plustssn@mstdn.social	@plustssn
@wxdeflitch@mas.to	@WxDeFlitch
@TrinaLovesInfo@mstdn.social	@PatrinaC
@Geostrophic@universeodon.com	@Geostrophic
@ratzlaff@mstdn.social	@ratzlaff
@AtmoCheryl@scicomm.xyz	@AtmoCheryl
@SassyWeatherman@mastodon.social	@SassyWeatherman
@ItzSwirlz@fosstodon.org	@NENJwx
wxbrad	@wxbrad
@AlaskaWx@mastodon.social	@AlaskaWx
@edoswald@journa.host	@edoswald
@dougaschu@mastodon.social	@dougaschu
@seanstelt@home.social	@wxstelten
@jamesaydelott@techhub.social	@jamesaydelott
@adolwyn@mas.to	@adolwyn
@zachr@universeodon.com	@z_rossnthal
@timbrice17@mstdn.science	@timbrice17
@kevinmyattwx@newsie.social	@kevinmyattwx
@wxaggie10@mas.to	@wxaggie10
@NJWxNews@wxcloud.social	@NJWxNews
@Yimes@toot.community 	@A_S_Williams
@thewxtech@infosec.exchange	@charlesroopwctv
@CC_StormWatch@qoto.org	@CC_StormWatch
@lsterzinger@fosstodon.org	@lucassterzinger
@wx_garcia@wxcloud.social	@wx_garcia
@kg@hachyderm.io	@kgriffin0
@wxdoc@mastodon.sdf.org	@wxdoc
@andrew_weather@mastodon.social	@andrew_weather
@alanschenkel@med-mastodon.com	@alanschenkel
@gusky@mas.to	@kygustafWX
@LatinWx@mstdn.science	@LatinWx
@ScottHammel@masto.ai	@ChaseCaseCO
@cameronl@mastodon.social	@Cameron_wx
@morganabigail@mstdn.science	@morganabigail
@weatherwest@mastodon.social	@Weather_West
@beak@mastodon.online	@beakwx
@buckeyewx@mstdn.social	@buckeyewx
@iCyclone@mas.to	@iCyclone
@SOOage@mstdn.science	@FLGatorDon
@geravitywave@sfba.social	@geravitywave
@muwxman@mstdn.social	@muwxman
@prehistormic@fediscience.org	@prehistormic
@chuckcopeland@wxcloud.social	@NCHurricane_com
@dmanning283@c.im	@dmanning283 
@ForecasterJGG@mastodon.social	@ForecasterJGG
@doctorclaros@mindly.social	@doctorclaros
@tfortier_wx@mastodon.world	@tfortier_wx
@kevinq@mstdn.party	@KevQwx
